experiment,experiment_id,condition,condition_id,item_id,text,question,response_true,response_distractors,word_nr
local_coherence,1,filler,8,117,will,Will Bill quit his job?,yes,no,1
local_coherence,1,filler,8,117,quit,Will Bill quit his job?,yes,no,2
local_coherence,1,filler,8,117,his,Will Bill quit his job?,yes,no,3
local_coherence,1,filler,8,117,job,Will Bill quit his job?,yes,no,4
local_coherence,1,filler,8,117,next,Will Bill quit his job?,yes,no,5
local_coherence,1,filler,8,117,month,Will Bill quit his job?,yes,no,6
local_coherence,1,filler,8,117,to,Will Bill quit his job?,yes,no,7
local_coherence,1,filler,8,117,take,Will Bill quit his job?,yes,no,8
local_coherence,1,filler,8,117,care,Will Bill quit his job?,yes,no,9
local_coherence,1,filler,8,117,of,Will Bill quit his job?,yes,no,10
local_coherence,1,filler,8,117,his,Will Bill quit his job?,yes,no,11
local_coherence,1,filler,8,117,kids,Will Bill quit his job?,yes,no,12
local_coherence,1,filler,8,117,and,Will Bill quit his job?,yes,no,13
local_coherence,1,filler,8,117,step-children.,Will Bill quit his job?,yes,no,14
local_coherence,1,filler,8,116,The,Did the boy watch the thief?,yes,no,0
local_coherence,1,filler,8,116,thief,Did the boy watch the thief?,yes,no,1
local_coherence,1,filler,8,116,noticed,Did the boy watch the thief?,yes,no,2
local_coherence,1,filler,8,116,the,Did the boy watch the thief?,yes,no,3
local_coherence,1,filler,8,116,boy,Did the boy watch the thief?,yes,no,4
local_coherence,1,filler,8,116,and,Did the boy watch the thief?,yes,no,5
local_coherence,1,filler,8,116,the,Did the boy watch the thief?,yes,no,6
local_coherence,1,filler,8,116,girl,Did the boy watch the thief?,yes,no,7
local_coherence,1,filler,8,116,watching,Did the boy watch the thief?,yes,no,8
local_coherence,1,filler,8,116,him,Did the boy watch the thief?,yes,no,9
local_coherence,1,filler,8,116,from,Did the boy watch the thief?,yes,no,10
local_coherence,1,filler,8,116,the,Did the boy watch the thief?,yes,no,11
local_coherence,1,filler,8,116,upstairs,Did the boy watch the thief?,yes,no,12
local_coherence,1,filler,8,116,window.,Did the boy watch the thief?,yes,no,13
local_coherence,1,filler,8,115,The,Was the boy wearing a blue cap?,yes,no,0
local_coherence,1,filler,8,115,boy,Was the boy wearing a blue cap?,yes,no,1
local_coherence,1,filler,8,115,who,Was the boy wearing a blue cap?,yes,no,2
local_coherence,1,filler,8,115,was,Was the boy wearing a blue cap?,yes,no,3
local_coherence,1,filler,8,115,wearing,Was the boy wearing a blue cap?,yes,no,4
local_coherence,1,filler,8,115,a,Was the boy wearing a blue cap?,yes,no,5
local_coherence,1,filler,8,115,blue,Was the boy wearing a blue cap?,yes,no,6
local_coherence,1,filler,8,115,cap,Was the boy wearing a blue cap?,yes,no,7
local_coherence,1,filler,8,115,went,Was the boy wearing a blue cap?,yes,no,8
local_coherence,1,filler,8,115,missing,Was the boy wearing a blue cap?,yes,no,9
local_coherence,1,filler,8,115,on,Was the boy wearing a blue cap?,yes,no,10
local_coherence,1,filler,8,115,his,Was the boy wearing a blue cap?,yes,no,11
local_coherence,1,filler,8,115,way,Was the boy wearing a blue cap?,yes,no,12
local_coherence,1,filler,8,115,home,Was the boy wearing a blue cap?,yes,no,13
local_coherence,1,filler,8,115,last,Was the boy wearing a blue cap?,yes,no,14
local_coherence,1,filler,8,115,week.,Was the boy wearing a blue cap?,yes,no,15
local_coherence,1,filler,8,114,Hugh,Did Hughs girlfriend propose to him?,no,yes,0
local_coherence,1,filler,8,114,took,Did Hughs girlfriend propose to him?,no,yes,1
local_coherence,1,filler,8,114,too,Did Hughs girlfriend propose to him?,no,yes,2
local_coherence,1,filler,8,114,long,Did Hughs girlfriend propose to him?,no,yes,3
local_coherence,1,filler,8,114,to,Did Hughs girlfriend propose to him?,no,yes,4
local_coherence,1,filler,8,114,"propose,",Did Hughs girlfriend propose to him?,no,yes,5
local_coherence,1,filler,8,114,and,Did Hughs girlfriend propose to him?,no,yes,6
local_coherence,1,filler,8,114,his,Did Hughs girlfriend propose to him?,no,yes,7
local_coherence,1,filler,8,114,girlfriend,Did Hughs girlfriend propose to him?,no,yes,8
local_coherence,1,filler,8,114,decided,Did Hughs girlfriend propose to him?,no,yes,9
local_coherence,1,filler,8,114,to,Did Hughs girlfriend propose to him?,no,yes,10
local_coherence,1,filler,8,114,marry,Did Hughs girlfriend propose to him?,no,yes,11
local_coherence,1,filler,8,114,someone,Did Hughs girlfriend propose to him?,no,yes,12
local_coherence,1,filler,8,114,else.,Did Hughs girlfriend propose to him?,no,yes,13
local_coherence,1,filler,8,113,The,Did the old man gossip with his friends?,yes,no,0
local_coherence,1,filler,8,113,old,Did the old man gossip with his friends?,yes,no,1
local_coherence,1,filler,8,113,man,Did the old man gossip with his friends?,yes,no,2
local_coherence,1,filler,8,113,amused,Did the old man gossip with his friends?,yes,no,3
local_coherence,1,filler,8,113,himself,Did the old man gossip with his friends?,yes,no,4
local_coherence,1,filler,8,113,by,Did the old man gossip with his friends?,yes,no,5
local_coherence,1,filler,8,113,gossiping,Did the old man gossip with his friends?,yes,no,6
local_coherence,1,filler,8,113,with,Did the old man gossip with his friends?,yes,no,7
local_coherence,1,filler,8,113,his,Did the old man gossip with his friends?,yes,no,8
local_coherence,1,filler,8,113,children,Did the old man gossip with his friends?,yes,no,9
local_coherence,1,filler,8,113,and,Did the old man gossip with his friends?,yes,no,10
local_coherence,1,filler,8,113,friends.,Did the old man gossip with his friends?,yes,no,11
local_coherence,1,filler,8,112,Jane,Did Jane and John pass the exams?,no,yes,0
local_coherence,1,filler,8,112,and,Did Jane and John pass the exams?,no,yes,1
local_coherence,1,filler,8,112,John,Did Jane and John pass the exams?,no,yes,2
local_coherence,1,filler,8,112,studied,Did Jane and John pass the exams?,no,yes,3
local_coherence,1,filler,8,112,math,Did Jane and John pass the exams?,no,yes,4
local_coherence,1,filler,8,112,and,Did Jane and John pass the exams?,no,yes,5
local_coherence,1,filler,8,112,history,Did Jane and John pass the exams?,no,yes,6
local_coherence,1,filler,8,112,"yesterday,",Did Jane and John pass the exams?,no,yes,7
local_coherence,1,filler,8,112,but,Did Jane and John pass the exams?,no,yes,8
local_coherence,1,filler,8,112,they,Did Jane and John pass the exams?,no,yes,9
local_coherence,1,filler,8,112,failed,Did Jane and John pass the exams?,no,yes,10
local_coherence,1,filler,8,112,the,Did Jane and John pass the exams?,no,yes,11
local_coherence,1,filler,8,112,exams.,Did Jane and John pass the exams?,no,yes,12
local_coherence,1,filler,8,111,The,Did the infant stand by himself last week?,yes,no,0
local_coherence,1,filler,8,111,infant,Did the infant stand by himself last week?,yes,no,1
local_coherence,1,filler,8,111,was,Did the infant stand by himself last week?,yes,no,2
local_coherence,1,filler,8,111,able,Did the infant stand by himself last week?,yes,no,3
local_coherence,1,filler,8,111,to,Did the infant stand by himself last week?,yes,no,4
local_coherence,1,filler,8,111,stand,Did the infant stand by himself last week?,yes,no,5
local_coherence,1,filler,8,111,by,Did the infant stand by himself last week?,yes,no,6
local_coherence,1,filler,8,111,himself,Did the infant stand by himself last week?,yes,no,7
local_coherence,1,filler,8,111,for,Did the infant stand by himself last week?,yes,no,8
local_coherence,1,filler,8,111,the,Did the infant stand by himself last week?,yes,no,9
local_coherence,1,filler,8,111,first,Did the infant stand by himself last week?,yes,no,10
local_coherence,1,filler,8,111,time,Did the infant stand by himself last week?,yes,no,11
local_coherence,1,filler,8,111,last,Did the infant stand by himself last week?,yes,no,12
local_coherence,1,filler,8,111,week.,Did the infant stand by himself last week?,yes,no,13
